Id,Start time,Completion time,Email,Name,"Duke klikuar me poshte, konfirmoj qe kam lexuar informacionin me siper dhe jap pelqimin tim per pjesemarrje ne kete studim.
",Gjinia juaj,Mosha juaj,Niveli me i larte i arsimit qe keni perfunduar,Statusi juaj aktual i punesimit,Ne cfare fushe punoni apo keni studiuar?,"Ku jetoni aktualisht?
",Cila eshte banka juaj kryesore? (ajo qe perdorni me shume),Sa kohe keni qe jeni klient/e e kesaj banke?,Cilat sherbime bankare digjitale perdorni aktualisht?,Sa shpesh i perdorni sherbimet bankare digjitale?,Sa te kenaqur jeni me sherbimet digjitale te bankes suaj?,A keni ndervepruar ndonjehere me nje chatbot (asistent virtual) ne faqen ose aplikacionin e bankes suaj?,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Kam njohuri te mjaftueshme mbi inteligjencen artificiale dhe mundesite e saj,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Besoj se IA mund te permiresoje cilesine e sherbimeve bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te ndihesha rehat nese nje sistem IA do te vleresonte kerkesen time per kredi,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te preferoja te nderveproja me nje chatbot IA per pyetje te thjeshta bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Jam i/e shqetesuar per privatesine e te dhenave te mia nese banka perdor IA,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Mendoj se IA do te zevendesoje shume nga punet aktuale ne banka,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale",Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA1,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale1",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Mungesa e njohurive te mia mbi IA me pengon te perdor sherbime te tilla,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kam frike se te dhenat e mia personale mund te keqperdoren nese banka perdor IA,"Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Preferoj te flas me nje njeri, jo me nje robot, kur kam ceshtje bankare",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Nuk besoj se IA mund te marre vendime te sakta financiare,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kostot e mundshme shtese per sherbimet me IA me shqetesojne,A keni ndonje koment ose sugjerim shtese mbi perdorimin e inteligjences artificiale ne sherbimet bankare ne Shqiperi?
237,46173.82916666667,46173.832280092596,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e vetepunesuar,Ndertim / Inxhinieri,Elbasan,Credins Bank,Me pak se 1 vit,Karta debiti/krediti per pagesa online;,Rralle ose kurre,2,Jo,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Pajtohem,Nuk pajtohem,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem aspak,Pajtohem,Neutral,Nuk pajtohem,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem aspak,Pajtohem,Neutral,Pajtohem,Neutral,Neutral,Pajtohem,Pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
238,46173.82916666667,46173.83168981481,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Bachelor,I/e punesuar,Ndertim / Inxhinieri,Durres,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Po,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
239,46173.833333333336,46173.83694444445,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Master,I/e punesuar,Arsim,Tirane,Other,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Cdo dite,4,Jo,Nuk pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Neutral,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
240,46173.83472222222,46173.83849537037,anonymous,,"Po, jap pelqimin tim",Femer,46-55,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Tirane,OTP Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,3,Jo,Nuk pajtohem aspak,Pajtohem,Pajtohem,Nuk pajtohem,Neutral,Neutral,Neutral,Nuk pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Nuk pajtohem,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
241,46173.8375,46173.839594907404,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Shkoder,Other,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,5,Jo,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Nuk pajtohem,Nuk pajtohem,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
242,46173.83819444444,46173.84135416667,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);,Nje here ne jave,4,Nuk jam i/e sigurt,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
243,46173.842361111114,46173.844409722224,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Zone rurale,Intesa Sanpaolo Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,3,Nuk jam i/e sigurt,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
244,46173.84375,46173.84553240741,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Vlore,Raiffeisen Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,4,Jo,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
245,46173.84652777778,46173.84831018518,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Tirane,Raiffeisen Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,4,Jo,Neutral,Nuk pajtohem,Neutral,Neutral,Neutral,Neutral,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Nuk pajtohem,Nuk pajtohem aspak,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
246,46173.84861111111,46173.85326388889,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Bachelor,Student/e,Shendetesi / Mjekesi,Durres,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,5,Po,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Neutral,Neutral,Neutral,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
247,46173.85,46173.8525,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Elbasan,OTP Bank,1-3 vjet,Internet banking (permes kompjuterit/browserit);,Nje here ne jave,4,Jo,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Neutral,Neutral,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
248,46173.850694444445,46173.85498842593,anonymous,,"Po, jap pelqimin tim",Femer,18-25,Master,I/e punesuar,Finance / Banke / Sigurime,Durres,Intesa Sanpaolo Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne muaj,2,Jo,Nuk pajtohem,Pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Neutral,Nuk pajtohem,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Nuk pajtohem,Nuk pajtohem aspak,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Nuk pajtohem,Nuk pajtohem aspak,Nuk pajtohem,Nuk pajtohem,Neutral,Nuk pajtohem aspak,Neutral,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
249,46173.853472222225,46173.85559027778,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Master,I/e punesuar,Tregti / Sherbime,Qytet tjeter,Credins Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,3,Nuk jam i/e sigurt,Neutral,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem,Nuk pajtohem,Neutral,Neutral,Nuk pajtohem,Pajtohem,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
250,46173.854166666664,46173.85868055555,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,Raiffeisen Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Jo,Neutral,Pajtohem plotesisht,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Nuk pajtohem,Neutral,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem,Neutral,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
251,46173.85833333333,46173.86255787037,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Doktorature,I/e punesuar,Finance / Banke / Sigurime,Qytet tjeter,Tirana Bank,Mbi 5 vjet,"E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,3,Po,Neutral,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
252,46173.85902777778,46173.861342592594,anonymous,,"Po, jap pelqimin tim",Mashkull,55+,Bachelor,I/e punesuar,Arsim,Qytet tjeter,Credins Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Po,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Neutral,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
253,46173.86111111111,46173.86232638889,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim baze (9-vjecar),I/e punesuar,Tregti / Sherbime,Vlore,Credins Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Po,Nuk pajtohem aspak,Nuk pajtohem,Nuk pajtohem,Neutral,Pajtohem,Pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
254,46173.86388888889,46173.86765046296,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Bachelor,Student/e,Teknologji / IT,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,3,Po,Neutral,Nuk pajtohem,Nuk pajtohem aspak,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem aspak,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
255,46173.865277777775,46173.86935185185,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Master,I/e punesuar,Finance / Banke / Sigurime,Elbasan,BKT (Banka Kombetare Tregtare),1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,4,Po,Pajtohem,Pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Nuk pajtohem,Pajtohem plotesisht,Neutral,Neutral,Nuk pajtohem,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
256,46173.86875,46173.873020833336,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Bachelor,I/e papune,Shendetesi / Mjekesi,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Disa here ne jave,5,Po,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
257,46173.86944444444,46173.87335648148,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Master,I/e punesuar,Teknologji / IT,Tirane,BKT (Banka Kombetare Tregtare),3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,3,Po,Neutral,Neutral,Pajtohem,Pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
258,46173.870833333334,46173.87498842592,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Doktorature,I/e punesuar,Finance / Banke / Sigurime,Durres,Credins Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Nuk jam i/e sigurt,Neutral,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Neutral,Neutral,Neutral,Nuk pajtohem,Neutral,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
259,46173.87291666667,46173.87679398148,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Bachelor,I/e punesuar,Shendetesi / Mjekesi,Elbasan,Credins Bank,3-5 vjet,"Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,3,Jo,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Neutral,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Nuk pajtohem,Nuk pajtohem aspak,Neutral,Nuk pajtohem,Neutral,Pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
260,46173.876388888886,46173.879953703705,anonymous,,"Po, jap pelqimin tim",Femer,55+,Arsim i mesem (gjimnaz/profesional),I/e dale ne pension,Ndertim / Inxhinieri,Zone rurale,Other,1-3 vjet,Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Po,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
261,46173.87708333333,46173.878900462965,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Bachelor,I/e vetepunesuar,Finance / Banke / Sigurime,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Jo,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
262,46173.879166666666,46173.88319444445,anonymous,,"Po, jap pelqimin tim",Femer,18-25,Master,Student/e,Administrate publike,Tirane,Tirana Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);,Nje here ne jave,3,Jo,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
